0,1,2,3,4,5,6,7,8,9
0.20310718,-0.42122662,0.13247904,-2.162902,0.88719773,-0.27677014,1.0881382,0.85605526,-0.9389092,-0.27709436
1.4657102,0.55638313,-1.6686602,-0.6119954,0.029776119,-0.045130342,1.2205764,0.616061,-0.46816477,-0.50610137
0.60765815,0.3127498,-0.24156325,-1.369366,1.2378936,-0.25804538,1.3631889,0.29517055,-1.0280213,0.40504634
1.6448835,1.0191196,-0.43905413,-0.24757569,0.045044728,-0.59959316,1.0852017,-0.055647478,-0.66060513,0.23738793
0.26733136,1.491076,0.24608344,-1.0898234,0.19442815,-0.6677282,0.7219623,0.57934165,-0.45065117,0.0961114
-0.47405338,-0.07346484,-1.811048,-1.1493388,-0.15099499,-0.2934791,-0.33016318,1.2519566,-0.11954185,-0.6981238
-0.31489965,0.5434588,-0.16257906,-1.1883134,0.35920385,-1.5376185,1.2111045,0.44655132,-0.07694793,0.00059282035
0.015727036,0.025571361,-0.1563032,-1.0150112,0.66658694,-1.0909992,0.30102915,-0.0642564,0.59248465,-0.081264585
-0.2609527,0.21895973,0.11720061,-1.2831193,1.136444,-1.295788,0.845097,-0.5820056,-0.7610887,0.07571991
-0.44771802,0.00476633,-1.6895709,-0.9705163,-0.7479744,-0.029731883,-1.677023,1.290024,0.7095639,-1.2062095
-0.010229416,-0.017275766,-0.6048516,-0.10527799,0.6843565,-0.44641656,1.3165764,0.23846011,-0.54904884,0.5055902
0.86846745,0.78191876,-0.06909895,-0.62808144,0.93464166,-0.97848576,0.74759907,0.11651577,-0.97293496,-0.3031622
-0.30661812,0.3971777,-0.5389221,-1.5286212,2.0649445,-1.0197308,1.2381037,-0.3489219,-0.4068336,-0.1868117
1.259539,-0.3100661,-0.9932653,-1.0129772,-0.7766642,0.5381613,1.4519325,0.5303308,-0.07858193,-0.4626442
0.3641722,0.7229396,0.43829817,-1.0084733,1.1413162,-1.3272128,1.1634283,-0.35712183,0.23310745,0.53438973
0.74667126,-0.0064691156,1.0919883,-1.872233,-0.50129694,-0.48235866,1.300821,0.73369384,1.0905252,0.47630635
0.8430547,1.6822264,0.8451261,-0.5629719,0.9307729,-1.3275987,1.3516002,1.1777723,0.4131413,0.6473011
1.3479136,0.28681087,-0.034213543,-0.04096441,0.79625314,0.1024307,1.1783494,0.762288,0.6276066,-0.21714057
0.6619918,0.39729333,-0.22882824,-1.7442712,0.94907683,0.4902292,1.4060663,0.37070906,-0.60929453,0.49033967
-0.11905388,-0.026563331,-1.2437994,-0.29311994,0.69527644,-0.34410718,1.2189533,0.70828664,0.037275374,-2.3305202
0.2515687,0.9248971,0.34534365,-0.03334055,0.7510222,-1.4917034,1.111636,-0.8477902,0.97062486,0.25110278
0.3217505,0.2217188,-1.7341568,-1.7116216,0.22385678,-0.51722205,-0.26539817,0.61107177,-0.47271913,0.013877153
-0.24962467,-0.2135845,-0.04898338,-0.39860025,1.1305647,-1.1632856,1.0972947,-0.33779675,0.21860331,-0.21160957
0.062991194,0.4113059,2.4233365,-1.7686383,-0.29580286,-2.364977,-1.0546873,0.105859414,-0.13928986,1.5054324
-0.0125699565,0.65312153,0.037350222,-0.55512214,-0.58762395,-1.3439873,1.2193149,0.15909515,0.93071336,-0.268768
0.121682785,-0.33505964,-0.89784366,-1.8956913,-0.6466899,0.69534504,1.1717464,1.5324118,0.8081587,0.2248261
0.55791813,0.54932857,-0.1010011,-0.8336467,0.082091294,-0.26225322,1.2270049,0.2808662,-0.4861528,0.60789514
0.30597523,0.5981135,-0.5577568,-0.69319856,0.4323178,-1.4480244,1.5377096,0.33628386,-0.3772331,1.1340481
1.1306527,-0.5958298,-1.0439906,-1.6852024,0.10645973,-0.30034748,1.0579826,0.5965408,1.3698063,0.010717124
0.083384074,-0.20205617,-0.13974917,-1.3936774,0.7625596,-1.4242486,1.2099633,0.3627128,-0.3356806,0.43966553
1.3021057,0.009088561,-0.77455753,-1.4951489,-0.037585177,-0.56807435,1.1458801,0.14164771,0.045290947,-0.3127632
0.4858488,0.26219463,0.98088497,-0.97596204,0.079530396,-1.4128859,1.498547,0.27078545,0.39742,0.6621294
0.36027655,0.73623717,-0.14942512,-0.30504522,1.2406635,-0.5870547,1.3063369,0.28691548,-0.5591004,-0.10057226
1.0838627,-0.5658264,-0.42879978,0.70246226,0.77168864,-0.8273632,1.6961615,0.54537153,0.3971659,0.24543238
0.653174,0.20415984,-0.27043676,-0.805951,1.1540954,-0.8769339,1.6851996,-0.12598753,-0.14295244,0.03993267
0.48527345,0.31792533,-0.4520256,-1.018802,0.011017494,-0.9570209,1.3563095,0.3183638,-0.37998152,-0.25564104
